Woodcock Boyd,MID/FWD,0,0,170000
Cox Tobin,MID/FWD,0,0,170000
Smith Devon,MID/FWD,106.64,22,774000
Heppell Dyson,MID,101.64,22,738000
Merrett Zach,MID,101.45,22,736000
Zaharakis David,MID,97.06,17,704000
Shiel Dylan,MID,89.19,21,647000
Hurley Michael,DEF,83.75,20,608000
Langford Kyle,MID/FWD,80.19,16,582000
Bellchambers Tom,RUC,79.55,20,577000
Fantasia Orazio,FWD,79.46,13,577000
Myers David,MID,78.13,16,567000
Daniher Joe,FWD,63.86,7,560000
Parish Darcy,MID/FWD,74.73,15,542000
McKernan Shaun,FWD,74.2,10,538000
McGrath Andrew,DEF/MID,71.4,20,518000
Hooker Cale,DEF,70.27,22,510000
Stringer Jake,FWD,69.35,20,503000
Brown Mitch,FWD,67.29,14,488000
McDonald-Tipungwuti Anthony,FWD,65.64,22,476000
McKenna Conor,DEF,65.06,18,472000
Guelfi Matt,MID,63.07,15,458000
Baguley Mark,FWD,62.85,20,456000
Redman Mason,DEF,81.5,2,450000
Stewart James,FWD,60.82,11,441000
Saad Adam,DEF,59.18,22,429000
Francis Aaron,DEF,65,5,401000
Dea Matt,DEF,54.83,12,398000
Laverde Jayden,FWD,59,7,390000
Begley Josh,FWD,40.2,5,355000
Mutch Kobe,MID,60,3,344000
Long Jake,MID,62,2,342000
Ambrose Patrick,DEF,44.43,7,331000
Gleeson Martin,DEF,0,0,329000
McNiece Ben,DEF,46.88,8,324000
Hartley Michael,DEF,53.5,4,318000
Ridley Jordan,DEF,54,3,310000
Clarke Zac,RUC,0,0,270000
Clarke Dylan,MID,46,1,250000
Mosquito Irving,MID/FWD,0,0,196000
Zerk-Thatcher Brandon,DEF,0,0,170000
Houlahan Jordan,FWD,0,0,170000
Lavender Luke,FWD,0,0,170000
Mynott Trent,MID,0,0,170000
Draper Sam,RUC,0,0,170000
Ham Brayden,FWD,0,0,170000
Gown Noah,FWD,0,0,170000
Jok Thomas,MID,0,0,170000
Laird Rory,DEF,107.75,20,782000
Crouch Matt,MID,104.89,18,761000
Gibbs Bryce,MID,103.82,22,753000
Sloane Rory,MID,89.92,12,653000
Greenwood Hugh,MID,82.23,22,597000
Ellis-Yolmen Cameron,MID,81.53,15,592000
Jacobs Sam,RUC,81.45,22,591000
Lynch Tom,FWD,79.82,17,579000
Atkins Rory,MID,79.6,20,578000
Seedsman Paul,MID,79.53,19,577000
Jenkins Josh,FWD,77.36,22,561000
Milera Wayne,DEF,75.26,19,546000
Douglas Richard,MID/FWD,73.88,17,536000
Doedee Tom,DEF,72.5,20,526000
Crouch Brad,MID,0,0,524000
Mackay David,DEF,64.12,17,465000
Kelly Jake,DEF,64,19,464000
Knight Riley,MID/FWD,67.63,8,461000
Otten Andy,DEF,66.5,8,454000
Betts Eddie,FWD,62.22,18,452000
Brown Luke,DEF,61.9,20,449000
Walker Taylor,FWD,61.86,14,449000
Smith Brodie,DEF,77.5,2,439000
Talia Daniel,DEF,57.61,18,418000
Gallucci Jordan,FWD,55.13,16,400000
Hartigan Kyle,DEF,49.69,13,361000
Keath Alex,DEF,56.17,6,359000
Murphy Lachlan,FWD,49.36,11,358000
Himmelberg Elliott,FWD,65,1,354000
Poholke Myles,FWD,48,9,338000
Fogarty Darcy,FWD,42,10,305000
Wilson Patrick,MID,51,1,278000
Jones Chayce,MID,0,0,254000
McHenry Ned,MID/FWD,0,0,240000
O'Brien Reilly,RUC,0,0,232000
Hamill William,DEF,0,0,212000
Stengle Tyson,FWD,0,0,211000
McPherson Andrew,DEF,0,0,170000
Sholl Lachlan,DEF,0,0,170000
Butts Jordon,DEF/FWD,0,0,170000
Davis Ben,FWD,0,0,170000
McAdam Shane,FWD,0,0,170000
Hunter Paul,RUC,0,0,170000
Strachan Kieran,RUC/FWD,0,0,170000
Macrae Jack,MID,122.63,19,890000
Hunter Lachie,MID,105.43,21,765000
