Dean Kent,FWD,61.2,13,454000
Jarryn Geary,DEF,67.8,5,448000
Callum Wilkie,DEF,59.9,22,444000
Ed Phillips,MID,54.5,4,443000
Ben Paton,DEF,59.5,13,442000
Nick Coffield,DEF,59.5,8,415000
Logan Austin,DEF,0,0,413000
Dougal Howard,DEF/FWD,54.3,15,403000
Matthew Parker,FWD,53.1,17,394000
Jake Carlisle,DEF,52.9,10,393000
Ben Long,FWD,52.8,16,392000
Dan Butler,FWD,48.4,7,384000
Nick Hind,FWD,48.3,11,358000
Doulton Langlands,MID,57.7,3,338000
Daniel McKenzie,DEF,44.4,15,329000
Dylan Roberton,DEF,0,0,327000
Darragh Joyce,DEF,44,3,258000
Nathan Brown,DEF,33.8,16,251000
Jonathon Marsh,DEF,39,5,246000
Oscar Clavarino,DEF,0,0,170000
Sam Alabakis,RUC,0,0,170000
Jack Mayo,FWD,0,0,170000
Ryan Byrnes,MID,0,0,170000
Leo Connolly,DEF/MID,0,0,170000
Jack Bell,RUC,0,0,170000
Max King,FWD,0,0,170000
Jack Bytel,MID,0,0,170000
Jake Lloyd,DEF,107.1,22,795000
Josh P. Kennedy,MID,100.3,19,744000
Luke Parker,MID,98.5,22,731000
Isaac Heeney,MID/FWD,89.8,22,666000
Jordan Dawson,DEF/FWD,82.7,20,614000
Dane Rampe,DEF,79.4,21,589000
Harry Cunningham,DEF,80.7,9,581000
Tom Papley,FWD,77.3,22,574000
Callum Sinclair,RUC,76.6,14,568000
George Hewett,MID,75.3,22,559000
Callum Mills,DEF,75.3,22,559000
Sam Gray,FWD,74.5,20,553000
Lance Franklin,FWD,70.5,10,523000
Oliver Florent,MID,69.3,21,514000
Sam Reid,FWD,69.3,22,514000
Aliir Aliir,DEF,64.4,22,478000
James Rowbottom,MID/FWD,63.2,12,469000
Jackson Thurlow,DEF,58.2,9,461000
Ryan Clarke,MID,62,14,460000
Lewis Taylor,MID,70.4,5,456000
Will Hayward,FWD,55.8,13,414000
Colin O'Riordan,DEF,55.3,12,410000
Hayden McLean,RUC,64.8,4,394000
Robbie Fox,DEF/FWD,52.4,11,389000
Nick Blakey,FWD,49.3,21,366000
Ben Ronke,FWD,48.5,13,360000
Tom McCartin,FWD,48.5,19,360000
Lewis Melican,DEF,42.5,17,315000
Kaiden Brand,DEF,43.8,5,314000
Sam Naismith,RUC,0,0,284000
Dylan Stephens,MID,0,0,262000
Will Gould,DEF,0,0,220000
James Bell,MID/FWD,37,2,209000
Elijah Taylor,MID/FWD,0,0,200000
Chad Warner,MID,0,0,194000
Ryley Stoddart,DEF,17,2,192000
